Company,Time,Net Income,Cash from Operations,Cash from Investing,Cash from Financing,Net Change in Cash,Levered Free Cash Flow,Unlevered Free Cash Flow,Free Cash Flow / Share,Price_Change
CXO,2017-12-01,2418.0,311.0,506.0,-694.0,123.0,-512.0,-548.2,2.28,17.62
EONGY,2012-12-01,5768.9,3026.0,-15.6,-1448.5,1611.7,-1542.3,-1558.9,1.41,-2.6
URI,2018-12-01,-250.0,644.0,-867.0,-100.0,-349.0,203.5,244.9,4.55,-69.38
NFLX,2011-12-01,65.2,41.3,-149.7,361.7,253.3,748.5,748.8,0.17,-15.2
DLTR,2012-01-01,91.0,167.8,288.0,-218.9,237.5,75.1,73.4,0.47,17.11
TFX,2016-12-01,-7.5,107.7,97.8,-33.1,170.3,71.3,73.8,2.44,29.7
HUM,2014-12-01,-84.0,-98.0,1119.0,-56.0,965.0,-235.3,-202.8,-1.03,40.41
XRAY,2018-12-01,539.0,-102.1,33.1,151.0,52.3,-21.5,-22.3,-0.58,-28.62
PNR,2015-12-01,-291.3,-269.1,-1837.2,2281.4,161.5,-170.1,-158.7,-1.26,-11.34
BG,2016-12-01,-46.0,-164.0,1336.0,-848.0,476.0,-150.3,-166.5,-2.15,3.96
FLIR,2015-12-01,41.4,67.2,-85.5,-32.1,-47.5,-51.1,-51.5,0.45,-4.24
AMP,2013-12-01,305.0,-141.0,-5219.0,6036.0,671.0,191.7,172.2,-0.06,52.42
GD,2016-12-01,-464.0,-455.0,-591.0,2198.0,1152.0,-1440.2,-1439.6,-0.58,35.3
BIDU,2011-12-01,518.4,584.5,-2075.8,365.9,-1126.0,221.3,226.1,1.03,19.94
TNK,2016-12-01,-115.8,4.5,902.7,-938.6,-31.3,782.4,788.3,45.21,-36.96
OGE,2019-12-01,8.1,-269.6,-48.7,144.1,-174.2,-158.1,-168.7,-1.66,5.28
DLTR,2019-02-01,-3305.1,255.8,-188.8,-948.4,-882.5,0.1,-97.2,0.28,-6.31
YUM,2015-12-01,232.0,43.0,225.0,-350.0,-94.0,-422.4,-416.1,0.28,0.15
VRTX,2019-12-01,-920.1,299.0,-1033.1,198.0,-528.3,49.2,40.5,1.2,53.24
TMO,2019-12-01,758.0,430.0,-234.0,-881.0,-451.0,54.1,59.7,0.7,101.08
ROL,2019-12-01,-28.4,22.9,-353.7,290.0,-29.6,13.1,17.4,0.07,-2.94
UTL,2012-12-01,1.8,20.8,-11.4,-5.7,3.7,-16.0,-15.8,0.89,-2.46
IO,2014-12-01,117.6,-17.8,110.2,-154.7,-61.5,67.5,72.0,3.96,-8.25
VFF,2017-12-01,-2.8,-8.0,0.5,8.9,1.3,-5.0,-4.9,-0.2,5.13
KEP,2014-12-01,2404.8,4515.2,490.0,-5695.8,-662.2,3319.8,3260.5,7.56,2.75
SHW,2019-12-01,432.6,377.6,-211.0,-99.7,55.0,-490.0,-498.0,3.5,190.08
PVH,2017-01-01,-23.4,-2.5,-105.7,179.2,96.6,199.9,202.2,0.4,20.43
UNP,2016-12-01,-539.0,181.0,1083.0,-1183.0,81.0,1985.0,2032.5,1.72,25.48
KLAC,2014-06-01,39.7,-134.3,-434.7,-30.4,-588.6,-142.8,-143.1,-0.76,13.59
TDS,2016-12-01,-176.0,-8.0,-65.0,-520.0,-593.0,268.7,286.2,3.98,2.98
NKE,2019-05-01,2096.0,948.0,-540.0,-458.0,-224.0,-206.0,-201.6,0.61,5.34
SCL,2018-12-01,10.3,-27.8,-25.1,-1.1,-71.9,-51.6,-52.2,-1.57,-4.97
EPD,2015-12-01,-266.2,-159.8,2372.0,-2269.2,-57.0,-202.0,-176.4,-0.6,-10.54
MKC,2015-11-01,-36.3,86.4,-207.3,149.3,21.0,178.8,181.1,0.75,11.59
BMY,2018-12-01,3913.0,665.0,-808.0,542.0,306.0,1084.0,1075.9,0.49,-9.3
ULTA,2017-01-01,89.8,258.5,5.6,-181.6,82.5,120.5,120.5,2.97,91.11
GILD,2019-12-01,-69.0,744.0,-22172.0,4684.0,-16661.0,-4376.9,-4428.1,0.79,2.43
KMB,2017-12-01,112.0,-303.0,-119.0,-236.0,-611.0,-907.5,-908.1,-0.79,6.54
DRI,2013-05-01,-63.6,187.6,-565.7,395.8,17.7,131.4,140.0,1.06,0.06
DGX,2015-12-01,153.0,-123.0,663.0,-604.0,-64.0,-92.7,-100.9,-0.51,4.08
SNPS,2011-10-01,-15.7,99.3,149.9,-234.5,5.9,-6.0,-6.1,0.57,1.23
KMX,2018-02-01,37.1,374.7,118.1,-508.5,-15.6,329.9,338.8,2.52,-2.62
WMT,2018-01-01,-3781.0,-3336.0,4817.0,-803.0,1617.0,-1411.7,-1434.9,-0.68,39.86
MA,2019-12-01,2259.0,1960.0,-1134.0,-901.0,-113.0,-595.1,-571.4,1.84,109.94
MRO,2013-12-01,171.0,1253.0,918.0,-2762.0,-611.0,-67.3,-16.0,1.66,4.64
MGEE,2014-12-01,5.4,-11.5,25.7,-39.8,-25.6,-56.6,-56.3,0.43,7.13
FMC,2018-12-01,-33.7,32.9,1202.9,-1576.4,-366.2,84.0,118.0,-0.45,-17.94
LMT,2019-12-01,1184.0,4173.0,-166.0,-1176.0,2831.0,-149.2,-158.5,14.12,127.54
SNPS,2017-10-01,-130.2,45.9,-46.6,-66.2,-70.7,47.6,49.9,0.32,27.21
NYT,2015-12-01,29.9,98.6,294.0,-156.6,235.3,97.2,91.0,0.63,0.2
CME,2015-12-01,119.9,241.1,217.0,972.0,1430.1,693.0,692.9,0.78,6.52
MAR,2011-12-01,-260.0,-62.0,17.0,-748.0,-793.0,1618.5,1608.5,0.21,-12.37
MRO,2018-12-01,6819.0,1103.0,587.0,1144.0,2824.0,924.0,896.5,0.39,-2.59
BTI,2014-12-01,-1612.6,-1557.3,-177.5,1168.4,-338.2,-547.5,-610.4,-0.71,0.2
EIX,2017-12-01,-746.0,343.0,-183.0,912.0,1072.0,-227.4,-190.5,0.76,-8.75
FAST,2014-12-01,45.6,83.3,13.0,-15.3,77.1,106.8,107.2,0.17,0.03
ACN,2016-08-01,1058.3,491.2,560.0,-202.9,1105.3,-1066.8,-1065.7,0.65,20.73
JNPR,2012-12-01,-238.6,-349.0,111.6,-1367.3,-1601.1,-209.5,-207.4,-0.93,-0.74
DISCA,2013-12-01,132.0,186.0,-1344.0,220.0,-946.0,345.6,381.8,0.37,13.76
PPG,2018-12-01,-253.0,-101.0,-697.0,749.0,-150.0,-317.1,-309.0,-0.39,-14.59
LNC,2016-12-01,38.0,-971.0,557.0,763.0,349.0,991.5,1028.3,-3.52,16.01
PNW,2016-12-01,4.7,-70.9,-185.9,194.3,-62.5,-405.0,-398.3,-2.46,13.55
MAS,2012-12-01,461.0,42.0,55.0,-357.0,-241.0,-59.7,-59.8,0.21,5.44
PXD,2016-12-01,-283.0,245.0,-1981.0,1097.0,-639.0,1878.0,1886.2,3.59,54.69
OKE,2016-12-01,107.0,330.4,575.3,-679.2,226.5,799.6,832.8,4.24,32.75
CLPHY,2015-12-01,585.3,-359.5,2546.9,-2142.3,35.7,-284.6,-380.8,-0.17,-0.05
DVN,2015-12-01,-14503.0,-1123.0,2381.0,4206.0,5416.0,12361.0,12385.4,15.89,-29.21
WEC,2013-12-01,31.1,58.3,-16.2,-73.2,-31.1,-403.3,-400.8,0.2,4.49
AVGO,2014-11-01,-289.0,453.0,-5233.0,5498.0,718.0,-229.2,-174.8,1.08,48.67
ORCL,2015-05-01,-1017.0,-341.0,-11508.0,13674.0,791.0,-15.8,127.2,-0.18,1.47
DHR,2018-12-01,158.8,544.2,-2106.0,2301.1,490.9,670.8,668.8,0.73,10.3
F,2018-12-01,-4054.0,-3074.0,3099.0,-3516.0,-4350.0,4447.6,4471.3,-0.96,-4.7
FDX,2014-05-01,-392.0,-424.0,252.0,-3903.0,-4083.0,-938.6,-889.9,-1.79,47.82
IPG,2015-12-01,-22.5,-7.9,-0.8,-118.2,-182.1,86.4,86.3,-0.02,2.51
LMT,2014-12-01,633.0,-680.0,-602.0,-608.0,-1890.0,-569.7,-575.9,-2.02,43.91
NUE,2013-12-01,-16.6,-122.5,-636.0,1342.9,578.2,-228.6,-242.1,-1.16,10.22
IPG,2011-12-01,271.2,-543.8,49.7,6.7,-553.5,-701.4,-698.9,-1.22,-0.89
BWA,2013-12-01,123.4,-159.9,-39.6,53.2,-132.3,-54.3,-57.6,-0.77,20.1
FMC,2019-12-01,-24.7,120.1,-55.8,239.1,326.0,340.4,356.6,0.89,35.73
INTC,2011-12-01,1478.0,4271.0,238.0,-6458.0,-1944.0,-1089.0,-1063.4,-0.13,3.22
XRAY,2019-12-01,1273.9,133.0,184.9,-216.3,106.3,210.2,205.2,0.9,19.38
IVZ,2019-12-01,-194.5,287.8,1473.3,-1338.7,608.1,-1529.9,-1491.2,0.22,1.24
MNST,2017-12-01,108.0,286.3,-275.3,1927.3,1948.8,201.2,201.1,0.57,18.95
REGN,2019-12-01,-328.6,234.9,-564.8,-175.0,-504.9,84.4,85.6,1.53,1.98
CAH,2018-06-01,-1032.0,1584.0,-5203.0,-6022.0,-9639.0,1800.7,1880.7,5.11,-29.09
NSC,2018-12-01,-2738.0,473.0,-177.0,-274.0,22.0,169.9,174.2,1.07,4.64
AMP,2018-12-01,618.0,1074.0,-416.0,522.0,1137.0,850.7,911.4,7.89,-65.1
WDR,2018-12-01,42.3,306.1,222.7,-123.1,405.9,66.3,63.2,3.87,-4.26
TRV,2017-12-01,-958.0,-321.0,-475.0,886.0,110.0,1003.9,1007.6,-0.48,13.22
BIP,2017-12-01,-274.0,728.0,-4663.0,2915.0,-999.0,351.6,374.1,2.33,11.34
VMC,2013-12-01,77.0,118.0,-306.6,-12.8,-201.3,-190.5,-197.1,-0.5,7.37
PGR,2018-12-01,1023.1,2528.0,-3628.2,850.7,-249.2,2430.7,2439.0,4.11,4.01
KR,2016-01-01,311.0,702.0,-510.0,-50.0,142.0,-218.3,-222.0,0.21,4.29
APH,2012-12-01,31.1,109.5,-62.7,138.0,186.5,102.4,112.7,0.32,9.65
ATNI,2011-12-01,-16.7,29.8,260.9,-226.3,64.3,35.5,39.3,8.08,0.68
PGR,2019-12-01,1355.0,-23.2,2696.6,-2320.7,352.7,-10015.7,-10001.2,-0.25,12.06
FMC,2012-12-01,50.3,-21.6,-35.6,-22.9,-79.2,48.9,52.5,-0.26,13.43
CLNE,2015-12-01,-44.5,63.9,13.0,26.2,99.0,52.3,85.5,1.07,-1.4
WYNN,2018-12-01,-174.8,-915.1,-265.2,430.1,-748.0,-855.8,-871.9,-15.11,-69.68
EW,2017-12-01,14.1,296.3,-435.5,-204.7,-323.5,317.8,320.3,0.54,6.34
HUM,2018-12-01,-765.0,-1878.0,-146.0,160.0,-1864.0,-3188.3,-3203.3,-13.06,38.41
NLOK,2014-03-01,143.0,-312.0,-264.0,-2020.0,-2501.0,-682.6,-664.0,-0.23,-3.79
AVGO,2011-10-01,137.0,216.0,-36.0,-1.0,179.0,114.5,96.7,0.7,9.09
PWR,2011-12-01,-20.7,-22.3,-26.9,-13.0,-63.5,8.1,5.9,-0.2,1.62
PNR,2011-12-01,-192.4,49.8,-747.8,694.2,-8.7,-57.5,-43.2,0.36,-2.16
NEWT,2016-12-01,-8.4,23.9,-0.7,-13.9,9.2,56.9,58.2,2.5,1.58
A,2016-10-01,61.0,-529.0,162.0,821.0,501.0,-524.6,-520.8,-1.67,5.81
RHI,2011-12-01,83.8,80.4,-24.3,-38.0,14.9,104.3,104.3,0.43,-2.14
CVX,2011-12-01,7871.0,9741.0,-6574.0,-6604.0,-3540.0,4546.8,4515.5,1.47,15.15
GLW,2015-12-01,-1133.0,-1880.0,277.0,-37.0,-1414.0,-127.3,-116.7,-1.48,-4.65
HSY,2019-12-01,-27.9,163.9,722.4,-1197.6,-302.5,69.5,72.8,0.85,39.8
WMT,2016-01-01,-1669.0,-1012.0,450.0,-1214.0,-2284.0,574.3,628.7,-0.06,-18.62
FSM,2015-12-01,-26.2,-5.4,-9.4,33.1,18.2,-16.6,-16.2,-0.19,-2.3
AEP,2012-12-01,-682.0,16.0,-501.0,616.0,131.0,-913.2,-881.9,-0.72,1.37
TEL,2017-09-01,-326.0,374.0,649.0,2241.0,3253.0,-137.9,-136.0,0.96,18.68
ULTA,2012-01-01,49.3,44.4,-31.5,22.6,35.4,-6.0,-6.1,0.16,38.68
TAC,2014-12-01,188.3,-32.7,409.6,-390.1,-13.2,-75.2,-87.8,0.26,-3.62
TROW,2019-12-01,293.8,-97.2,551.0,406.8,873.5,-101.6,-101.6,-0.39,29.52
WM,2018-12-01,-24.0,390.0,-549.0,-147.0,-309.0,388.9,398.9,0.56,2.69
APD,2016-09-01,-646.8,191.0,530.7,673.0,1425.1,-205.3,-197.6,2.16,21.04
MCD,2011-12-01,556.8,808.5,-514.9,-804.3,-642.3,705.1,731.3,0.33,23.57
MCHP,2018-03-01,90.8,360.1,1826.3,-1010.8,1176.6,218.9,199.8,0.68,17.58
COST,2013-09-01,330.0,380.0,-1015.0,2325.0,1597.0,-917.7,-915.3,-0.53,20.12
SPGI,2011-12-01,83.0,-96.0,352.0,-1131.0,-879.0,-1347.7,-1351.5,-0.18,8.17
JBHT,2011-12-01,57.4,207.6,-219.5,9.9,-2.0,-102.4,-102.1,-0.21,4.26
CE,2013-12-01,729.0,40.0,78.0,-375.0,-252.0,282.2,274.1,0.45,10.78
GLUU,2019-12-01,22.1,2.9,-4.8,-2.6,-4.5,4.5,4.6,0.01,-2.02
HFC,2015-12-01,458.8,227.3,-89.4,-267.2,-129.4,408.0,408.0,0.66,2.41
GPK,2018-12-01,-79.1,-181.3,421.0,-240.9,-5.2,-330.9,-309.0,-1.03,-4.81
NFLX,2019-12-01,655.7,-206.8,-48.0,457.2,242.5,7155.0,7283.4,-0.61,55.91
LPX,2018-12-01,5.0,37.0,-39.0,-308.0,-318.0,34.4,32.5,-0.18,-4.04
ULTA,2014-02-01,30.3,88.7,-37.4,-19.0,32.3,30.6,30.5,0.79,1.13
SLF,2014-12-01,619.5,967.6,213.8,-690.6,511.7,16731.5,16705.2,1.68,0.73
NBL,2017-12-01,-120.0,600.0,-1216.0,-63.0,-679.0,-1016.5,-1000.3,-1.22,-8.92
UTL,2016-12-01,0.8,-46.8,5.8,37.8,-3.2,-24.0,-24.0,-2.93,9.46
CME,2011-12-01,860.9,-13.3,-42.0,-352.2,-407.5,-55.4,-65.1,-0.09,-11.09
PKX,2012-12-01,-851.5,5424.5,-1047.2,-5074.9,-851.4,3901.2,3988.8,44.27,0.05
TRV,2014-12-01,19.0,-123.0,1116.0,-870.0,116.0,2528.3,2533.4,0.59,15.31
BLK,2013-12-01,474.0,1402.0,-217.0,-2448.0,-1316.0,4766.2,4763.6,8.9,109.76
PKI,2016-01-01,54.6,5.5,195.0,-138.0,61.5,142.4,143.3,0.04,4.59
MRO,2012-12-01,-1364.0,-2507.0,2228.0,3895.0,3649.0,-2833.8,-2771.3,-5.47,1.39
BKNG,2012-12-01,363.2,444.0,-657.9,819.9,629.6,526.0,523.8,8.64,152.68
VIAC,2017-12-01,1060.0,754.0,466.0,-1963.0,-685.0,11832.5,12255.6,-0.1,-4.62
GOOGL,2014-12-01,1403.0,4365.0,-7376.0,-1230.0,-4671.0,-422.2,-409.6,0.79,-30.24
SNPS,2015-10-01,-33.2,-55.8,-62.3,11.6,-112.9,23.5,24.0,-0.25,9.0
JSAIY,2020-03-01,-43.9,431.0,70.7,125.3,627.0,38.8,23.0,0.16,-1.87
ABC,2012-09-01,12.4,137.5,-735.5,-329.2,-927.2,345.9,355.5,0.92,1.44
SRE,2015-12-01,188.0,737.0,474.0,-1030.0,174.0,1996.6,2002.3,3.64,-17.35
SPGI,2014-12-01,-1491.0,676.0,-1744.0,1306.0,173.0,717.7,717.7,2.6,10.78
RCL,2017-12-01,341.7,357.9,2511.3,-2919.6,-23.5,2659.7,2661.0,10.67,37.24
ABMD,2020-03-01,-56.0,62.7,-9.0,-61.9,-6.7,54.2,54.2,1.36,-140.43
NOV,2018-12-01,206.0,-311.0,-212.0,565.0,-39.0,-344.3,-350.0,-0.97,-10.32
SOHU,2018-12-01,394.4,-103.7,255.3,-705.7,-615.5,-528.5,-520.1,-4.05,-25.93
HLF,2019-12-01,14.4,-190.9,-24.1,-119.9,-287.0,-198.5,-216.0,-1.47,-11.28
0,2012-12-01,610.2,185.9,-559.6,271.4,-102.3,665.7,667.0,0.91,-0.25
RAD,2017-03-01,-161.4,-782.8,1937.6,-1042.4,112.3,-500.9,-492.2,-11.6,-74.0
BIDU,2018-12-01,1196.0,183.6,6816.3,-4655.3,2669.8,-4248.1,-4269.3,-2.68,-75.61
MGEE,2018-12-01,-13.4,21.6,-102.0,42.7,-37.7,-69.9,-69.7,-2.38,-3.14
FDP,2017-12-01,-104.3,-150.4,9.5,151.6,9.8,-116.6,-115.2,-2.73,-12.96
TOT,2017-12-01,2435.0,5798.0,6021.0,-9072.0,7260.0,7060.5,7247.4,4.12,4.31
RL,2012-03-01,113.4,196.3,50.4,104.6,329.1,193.3,196.8,2.09,43.56
BR,2018-06-01,101.1,177.7,410.0,-138.2,449.5,150.1,148.6,2.11,39.54
GRMN,2015-12-01,92.0,-242.2,-243.3,99.5,-380.3,-522.5,-522.5,-1.27,-15.66
TRV,2011-12-01,-1790.0,-885.0,-957.0,1915.0,69.0,1839.2,1838.0,-1.19,3.46
ADI,2018-11-01,701.6,1288.0,6304.0,-7944.8,-357.9,-8.9,-7.2,3.17,0.62
DLTR,2014-02-01,-22.6,115.8,-63.1,-294.4,-243.8,52.5,60.4,0.53,9.58
DAR,2017-12-01,26.2,19.4,-40.9,29.0,34.5,-8.8,-9.9,-0.12,5.22
GLP,2013-12-01,-6.4,22.6,-16.7,-4.4,1.6,-12.5,-13.0,-0.23,10.04
ELP,2011-12-01,26.3,-135.1,-192.8,-238.1,-566.0,-575.1,-503.6,-1.43,-2.81
HWKN,2015-03-01,1.1,-13.9,-3.3,-2.4,-19.6,-13.5,-13.5,-1.54,1.25
UAL,2011-12-01,587.0,501.0,-5119.0,-2232.0,-6850.0,-2604.0,-2572.2,-2.43,-4.95
FNF,2019-12-01,434.0,178.0,-166.0,-40.0,-28.0,-932.6,-930.2,0.6,13.91
LLY,2013-12-01,596.2,430.2,760.0,590.3,1715.1,-1484.3,-1495.4,0.46,1.68
GPN,2016-12-01,-57.5,291.4,1978.6,-2435.5,-191.6,-772.6,-815.1,0.98,-8.28
HRB,2015-04-01,-1.5,-183.0,-159.6,-280.9,-615.8,-36.8,-43.1,-0.59,1.82
NEWT,2013-12-01,1.9,9.4,-13.6,-0.5,-4.7,59.5,60.3,1.46,5.4
SWK,2019-12-01,350.6,244.8,-219.5,269.1,346.9,643.0,647.0,2.13,46.0
BEN,2018-09-01,-932.3,1094.3,-342.4,-2805.7,-2105.5,4190.0,4188.2,2.05,-10.55
ADP,2017-06-01,295.3,228.6,-244.2,-17034.4,-17049.3,1666.4,1681.3,0.39,10.59
TGT,2014-02-01,-1028.0,1195.0,2584.0,-3876.0,-79.0,4635.8,4585.8,2.76,-0.42
BTI,2019-12-01,-133.6,-1207.2,455.1,893.3,241.7,-4510.2,-4335.0,-0.48,10.6
HD,2018-01-01,673.0,2248.0,-645.0,-1000.0,735.0,1083.6,1136.7,1.96,63.32
MED,2013-12-01,8.1,2.1,-10.9,-20.4,-29.3,-6.6,-6.6,-0.09,-0.26
ANTM,2016-12-01,-90.0,-941.9,637.5,2294.3,2000.2,-2092.3,-2050.4,-3.37,4.33
ALL,2014-12-01,570.0,-1006.0,41.0,1078.0,113.0,319.5,291.4,-2.05,15.71
EW,2018-12-01,138.6,-73.9,723.9,-628.0,7.6,-144.8,-140.6,-0.21,13.49
ADBE,2016-12-01,539.2,730.2,528.4,-890.0,375.6,351.6,355.5,1.43,11.49
TDS,2015-12-01,355.0,395.0,167.0,304.0,866.0,254.5,273.9,0.45,0.64
MO,2018-12-01,-3259.0,3490.0,-12521.0,12487.0,3456.0,3310.3,3279.7,1.87,-22.02
HOG,2012-12-01,24.8,-83.8,-197.8,-681.2,-963.8,-1241.6,-1240.2,-0.29,9.96
CMG,2019-12-01,173.6,100.0,95.6,-35.2,162.3,111.4,111.4,1.97,405.32
MTD,2014-12-01,32.1,73.0,-8.3,-98.3,-36.8,81.0,82.1,2.61,59.87
PAAS,2011-12-01,338.8,117.2,-11.8,-101.3,3.6,33.5,33.8,0.72,-19.4
CVX,2016-12-01,-5084.0,-6766.0,7438.0,-2790.0,-1945.0,8723.5,8849.1,2.49,27.74
WHR,2014-12-01,-177.0,217.0,-1874.0,1139.0,-566.0,-401.1,-408.6,1.06,36.88
WM,2019-12-01,-255.0,304.0,-207.0,3472.0,3574.0,-192.1,-142.1,0.47,24.97
EBAY,2019-12-01,-744.0,456.0,-107.0,-1693.0,-1302.0,624.6,615.3,0.97,8.04
HSY,2014-12-01,26.4,-347.0,-511.0,-272.7,-1133.9,-457.3,-459.8,-1.62,6.7
SBOW,2016-12-01,2349.3,-36.3,162.9,-184.9,-58.3,211.5,182.1,-4.23,33.61
CCOI,2017-12-01,-9.0,3.7,-0.6,-105.6,-98.0,12.8,17.4,0.06,3.95
CF,2013-12-01,-384.1,-908.8,-505.8,-183.5,-1632.0,-1222.8,-1212.2,-3.86,5.98
VALE,2014-12-01,310.2,-3191.6,1389.5,730.0,-950.2,4184.4,3995.5,-0.19,-5.74
LYV,2016-12-01,35.4,290.8,-135.5,143.3,303.6,201.0,201.6,1.31,2.03
PSMT,2011-08-01,12.5,-7.4,14.8,-29.5,-25.7,-0.6,0.1,-0.15,39.65
MRWSY,2018-02-01,56.3,-177.1,-182.7,563.2,203.5,-331.7,-344.2,-0.15,0.58
SJI,2012-12-01,2.3,-73.6,-131.7,197.2,-8.1,-126.8,-129.9,-2.18,-3.25
NSC,2012-12-01,-167.0,-162.0,-222.0,1312.0,928.0,193.3,218.4,-0.52,-11.02
RHI,2012-12-01,60.0,32.9,-9.6,16.4,44.1,49.8,49.8,0.31,3.36
BBL,2012-06-01,-8175.0,-4821.0,-16021.0,18057.0,-2842.0,-13500.0,-13388.1,-2.44,-20.25
AMAT,2018-10-01,-481.0,-2.0,3097.0,-6269.0,-3174.0,-634.7,-612.1,-0.09,-23.55
EL,2015-06-01,-115.1,407.8,-1104.4,-38.1,-741.4,809.5,809.9,1.23,12.4
WEC,2015-12-01,50.2,94.7,-1760.7,1618.0,-48.0,-709.3,-652.0,-1.84,-1.43
DPZ,2012-01-01,17.5,24.8,-8.5,-19.2,-3.3,19.2,17.3,0.42,15.04
LEN,2015-11-01,164.0,368.9,-536.8,-266.7,-434.7,1301.7,1288.3,1.49,3.91
STKL,2018-12-01,26.1,-42.6,11.3,29.4,-1.9,-23.1,-21.6,-0.38,-3.88
XEL,2012-12-01,64.0,-400.7,-85.1,555.3,69.4,38.0,44.4,-1.36,-0.93
WM,2013-12-01,-719.0,160.0,-70.0,-157.0,-72.0,501.2,496.8,0.84,11.13
LEG,2019-12-01,27.9,227.7,-1140.4,1128.0,237.5,112.9,131.8,1.8,14.99
BAX,2012-12-01,102.0,289.0,-142.0,22.0,145.0,-438.5,-425.4,0.06,9.33
INT,2014-12-01,21.4,-123.2,-122.6,140.0,-109.2,-42.4,-36.1,-1.27,3.77
TU,2014-12-01,12.5,-113.5,-918.5,578.1,-453.9,-1537.0,-1512.8,-0.94,3.2
FSI,2013-12-01,2.9,0.8,-0.1,-0.4,0.3,-0.4,-0.4,0.05,-0.19
CMCSA,2016-12-01,515.0,206.0,-6301.0,8702.0,2607.0,200.8,350.7,-0.07,6.31
HBI,2015-01-01,74.0,-83.2,239.1,-117.6,50.9,287.1,284.7,-0.27,10.27
BA,2017-12-01,3424.0,2850.0,1320.0,-1763.0,2520.0,564.3,598.1,6.65,139.23
PRU,2013-12-01,-1187.0,-12464.0,-914.0,3547.0,-10510.0,-11379.0,-11360.3,-26.56,38.89
NBL,2018-12-01,1052.0,385.0,-314.0,432.0,503.0,462.6,417.6,-0.46,-10.38
SJI,2014-12-01,15.4,1.8,-129.2,128.6,1.2,-16.0,-9.3,-0.27,1.48
GPS,2020-02-01,-652.0,30.0,107.0,189.0,340.0,-147.1,-145.3,-0.97,-11.07
HRB,2017-04-01,34.6,7.6,-230.2,1431.3,1214.9,621.0,636.0,0.39,4.55
NSC,2016-12-01,112.0,126.0,255.0,-654.0,-273.0,589.6,598.4,2.17,23.48
CAH,2012-06-01,110.0,-219.0,1651.0,-261.0,1171.0,306.1,307.3,-0.5,-3.42
KR,2017-01-01,-64.0,-645.0,-305.0,986.0,36.0,-743.0,-718.0,-1.01,-4.85
WDR,2012-12-01,-24.5,-49.7,13.1,-92.0,-128.6,53.7,53.6,-0.52,10.79
PRGO,2014-06-01,-209.1,79.2,-696.5,450.8,-157.8,217.8,238.2,-0.26,24.76
V,2014-09-01,458.0,4183.0,223.0,-4732.0,-327.0,-1645.5,-1640.5,1.68,5.57
BMY,2015-12-01,-439.0,-1043.0,-2788.0,-1187.0,-5171.0,-2120.7,-2132.6,-0.81,9.76
CNX,2011-12-01,285.7,396.3,4965.5,-4985.9,375.7,-293.3,-266.2,1.65,-12.04
KSU,2014-12-01,151.2,107.7,-149.6,-396.5,-438.4,137.6,132.7,-0.5,-1.8
ATO,2011-09-01,1.8,-143.7,-84.7,207.0,-21.2,-217.2,-216.9,-2.44,3.2
MAR,2015-12-01,106.0,291.0,680.0,-957.0,14.0,269.3,301.8,1.49,-10.99
MRWSY,2013-02-01,-64.6,285.8,-192.8,12.4,105.4,-85.4,-59.7,0.0,-2.93
PFG,2012-12-01,168.3,367.5,-1409.2,1428.5,386.8,216.5,124.9,1.77,3.92
UAL,2016-12-01,-5106.0,-450.0,-631.0,-718.0,-1799.0,-1030.6,-1041.9,-1.6,15.58
ALXN,2013-12-01,-1.9,86.7,-399.5,-594.8,-908.2,209.2,210.1,0.35,39.14
EPD,2013-12-01,177.0,974.6,-1238.7,308.6,44.5,991.9,1011.2,0.68,8.11
ADM,2012-12-01,152.0,-563.0,-39.0,776.0,174.0,-758.6,-1034.3,-0.48,-2.13
IT,2014-12-01,1.0,31.1,-126.3,-54.8,-182.8,-18.4,-17.1,0.45,13.16
IPGP,2018-12-01,56.4,-12.1,-392.2,-163.2,-651.5,8.1,8.1,-0.86,-100.84
CDNS,2012-12-01,367.7,75.7,-144.7,160.6,80.6,-19.5,-18.9,0.25,3.11
SEE,2016-12-01,151.0,-75.2,-254.8,244.2,-64.6,-294.2,-301.5,-0.66,0.74
EMR,2015-09-01,563.0,-1163.0,1750.0,-389.0,31.0,-145.5,-155.5,-1.46,-18.41
ADS,2011-12-01,121.6,108.6,-699.9,825.0,151.4,4093.3,4077.5,2.63,32.81
ED,2018-12-01,-143.0,-672.0,-1761.0,2581.0,148.0,-826.9,-769.3,-2.89,-8.49
HON,2011-12-01,45.0,-1370.0,1658.0,933.0,1199.0,1297.2,1290.9,-1.98,1.13
DUK,2014-12-01,-782.0,204.0,-395.0,649.0,-90.0,466.0,457.2,0.49,14.53
UAL,2017-12-01,-91.0,-2068.0,-565.0,2830.0,197.0,-2090.2,-2121.4,-8.34,-5.48
KEP,2018-12-01,-2398.1,-4544.2,126.0,4063.5,-269.6,-1934.5,-1929.9,-5.88,-2.96
HAL,2019-12-01,-2787.0,-712.0,548.0,724.0,589.0,71.8,68.1,-0.24,-2.11
PEG,2019-12-01,255.0,466.0,771.0,-1144.0,93.0,1438.1,1496.2,2.5,7.0
WST,2012-12-01,5.2,56.7,4.5,21.3,88.5,-0.2,-1.1,0.31,8.4
DLTR,2015-01-01,2.5,148.7,10.0,567.2,728.6,237.2,277.6,0.87,16.33
TRV,2019-12-01,99.0,825.0,-573.0,-175.0,92.0,761.7,756.7,3.64,17.2
