Company,Time,Total Assets,Total Liabilities,Total Equity,Total Shares Out. on Filing Date,Book Value / Share,Tangible Book Value,Tangible Book Value Per Share,Total Debt,Net Debt,Total Revenues,Operating Income,Revenue Per Share,Basic EPS,Normalized Basic EPS,Dividend Per Share,EBITA,EBIT,Normalized Net Income,Net Income,Cash from Operations,Cash from Investing,Cash from Financing,Net Change in Cash,Levered Free Cash Flow,Unlevered Free Cash Flow,Free Cash Flow / Share,Price_Change
NKE,2017-05-01,1880.0,1731.0,149.0,-34.4,0.26,139.0,0.25,1719.0,1004.0,1974.0,247.0,1.65,0.35,0.14,0.08,244.0,247.0,164.4,480.0,447.0,26.0,826.0,1384.0,604.0,638.3,0.32,-2.23
GOOGL,2011-12-01,14723.0,2819.0,11904.0,7.3,17.52,10280.0,15.15,385.0,-9617.0,8584.0,1861.0,12.72,1.74,1.88,0.0,1987.0,1861.0,1294.4,1232.0,3484.0,-8361.0,-2243.0,-7079.0,5180.0,5213.2,6.16,25.99
CI,2014-12-01,1534.0,1332.0,202.0,-15.2,3.2,351.0,2.04,-123.0,1252.0,2534.0,187.0,16.38,2.69,0.9,0.0,157.0,187.0,130.0,626.0,1439.0,-1881.0,-705.0,-1192.0,1714.0,1710.8,5.7,15.43
VERU,2016-09-01,1.1,0.4,0.8,0.1,0.03,0.8,0.03,0.0,1.7,-10.5,-2.1,-0.37,-0.14,-0.06,0.0,-2.1,-2.1,-1.5,-4.0,-0.2,0.1,0.0,0.0,10.8,10.8,0.0,-0.36
EA,2019-03-01,373.0,-363.0,736.0,-9.5,2.88,711.0,2.62,2.0,-112.0,-200.0,-424.0,-0.38,-0.03,-0.69,0.0,-408.0,-424.0,-222.5,-24.0,-145.0,-453.0,-610.0,-1243.0,-785.7,-786.0,-0.44,-19.61
ALL,2012-12-01,1754.0,-500.0,2254.0,-20.9,6.44,2284.0,6.34,910.0,880.0,661.0,2318.0,5.36,3.2,3.03,0.04,2318.0,2318.0,1445.0,1519.0,1125.0,-4580.0,3271.0,-184.0,-1879.0,-1875.2,2.43,12.76
APH,2013-12-01,952.5,514.6,437.9,-3.0,1.44,48.9,0.16,426.3,176.6,322.6,72.5,1.21,0.28,0.17,0.1,72.8,72.5,46.1,80.4,94.4,-199.7,121.6,20.3,38.2,40.7,0.23,12.24
ORAN,2017-12-01,13973.8,9390.1,4583.8,-0.4,1.61,-1444.4,-0.55,4077.1,1875.8,6175.0,822.3,2.29,-0.29,0.25,0.15,1077.1,822.3,671.9,-749.5,2996.8,-4392.1,-1303.0,-2639.0,-5821.8,-5770.0,1.09,2.26
WST,2014-12-01,-1.9,-52.4,50.5,1.2,0.51,62.4,0.71,-40.0,-65.3,53.0,19.5,0.39,0.18,0.17,0.02,20.5,19.5,13.5,14.8,-37.6,45.9,-25.7,-42.8,98.0,97.7,0.07,4.18
AMAT,2019-10-01,1391.0,22.0,1369.0,-43.3,1.89,1395.0,1.71,4.0,416.0,-2097.0,-1141.0,-0.9,-0.11,-0.55,0.13,-1283.0,-1141.0,-718.1,-332.0,-540.0,-1014.0,2813.0,1259.0,413.0,414.9,-0.13,21.38
GPS,2012-01-01,357.0,1682.0,-1325.0,-96.8,-1.26,-1325.0,-1.32,1662.0,1438.0,-115.0,-524.0,4.44,-0.32,-0.32,0.05,-527.0,-524.0,-378.2,-371.0,-381.0,-25.0,1525.0,1111.0,-408.7,-362.5,-0.33,-0.29
AJG,2012-12-01,868.8,453.8,415.0,10.9,2.37,-150.5,-0.84,169.0,158.1,383.7,22.6,1.71,0.32,0.0,0.04,43.4,22.6,14.8,50.9,59.0,-71.0,-19.7,-30.5,-59.3,-57.9,0.28,1.21
GIS,2014-05-01,487.7,594.2,-106.5,-28.4,0.26,-164.9,-0.77,816.7,690.8,135.5,-5.1,1.09,0.04,0.08,0.23,-5.1,-5.1,0.5,-30.8,-385.0,953.6,-683.9,-144.3,-566.2,-573.1,-0.57,7.85
AMD,2015-12-01,-683.0,-84.0,-599.0,15.9,-0.76,-462.0,-0.57,25.0,280.0,-1515.0,-515.0,-2.07,-0.32,-0.39,0.0,-513.0,-515.0,-311.2,-257.0,-128.0,159.0,13.0,44.0,-80.2,-101.9,-0.16,0.2
SYK,2018-12-01,5032.0,3282.0,1750.0,-1.9,4.71,-317.0,-0.85,2637.0,1731.0,1157.0,188.0,3.09,6.77,0.4,0.18,234.0,188.0,150.6,2533.0,1051.0,-1244.0,2123.0,1848.0,756.8,767.5,2.88,1.91
NVDA,2019-01-01,2051.0,180.0,1871.0,1.0,3.09,1878.0,3.1,-12.0,-326.0,2002.0,594.0,3.05,1.72,0.66,0.04,568.0,594.0,430.0,1094.0,241.0,-5375.0,-322.0,-5456.0,57.2,55.2,0.31,-102.05
IFF,2011-12-01,93.1,-11.1,104.2,0.6,1.19,111.1,1.34,-26.7,16.3,165.1,48.0,1.66,0.01,0.35,0.12,48.0,48.0,31.6,3.3,-125.9,-24.4,56.0,-94.3,-78.4,-81.0,-1.86,-3.17
IO,2016-12-01,-121.9,-63.2,-58.6,1.1,-5.98,-27.0,-1.84,-24.2,8.0,-48.7,56.0,-5.06,-3.42,3.33,0.0,51.6,56.0,35.0,-40.0,17.5,49.9,-12.1,55.8,72.6,72.5,6.07,-1.55
MTRN,2019-12-01,52.4,-4.4,56.8,0.2,2.57,70.0,3.26,27.4,-27.1,-22.4,53.1,-1.55,1.46,1.68,0.02,52.2,53.1,34.3,29.9,22.8,7.3,-4.5,25.6,10.2,9.7,1.49,14.46
RAD,2018-03-01,-2604.5,-3591.4,986.9,0.4,18.63,1373.6,26.27,100.8,-94.2,-1398.5,-158.9,-28.83,17.9,-1.93,0.0,-176.7,-158.9,-101.0,939.4,34.2,3777.6,-3730.8,81.0,1309.1,1310.8,2.16,-51.4
NTES,2017-12-01,2558.9,867.4,1691.5,0.0,11.62,1432.3,10.88,468.5,-916.1,1330.9,178.4,10.0,-0.23,0.62,-0.29,178.1,178.4,84.1,-25.6,-403.4,-267.4,123.9,-567.9,-754.4,-754.4,-4.72,129.73
ADS,2017-12-01,5170.7,4973.6,197.1,-0.4,4.6,334.4,3.91,4869.1,2538.3,-1663.4,173.1,-23.52,6.78,2.93,1.56,-22.2,173.1,137.8,272.9,471.9,23.4,1367.5,1859.1,-262.4,-299.5,9.85,24.98
CCK,2011-12-01,-31.0,437.0,-468.0,-8.2,-2.59,-345.0,-2.96,484.0,605.0,703.0,83.0,7.16,-0.17,0.39,0.0,83.0,83.0,45.2,-42.0,-211.0,-91.0,170.0,-125.0,282.7,300.8,-1.84,0.2
J,2013-09-01,434.7,-45.9,480.5,1.6,3.35,504.0,3.68,-90.4,-314.3,924.6,72.9,6.06,0.3,0.29,0.0,59.9,72.9,41.5,44.1,148.7,24.0,-57.0,97.1,87.3,88.1,0.84,17.75
DISCA,2019-12-01,1185.0,-264.0,1449.0,-22.1,2.48,2368.0,2.78,-673.0,-1237.0,591.0,548.0,0.09,2.0,0.51,0.0,448.0,548.0,380.5,1475.0,823.0,8155.0,-2074.0,6889.0,551.9,537.5,0.87,8.0
GLUU,2019-12-01,103.6,77.9,25.8,5.9,0.14,30.2,0.2,40.9,11.6,44.8,16.7,0.23,0.15,0.08,0.0,14.7,16.7,11.9,22.1,2.9,-4.8,-2.6,-4.5,4.5,4.6,0.01,-2.02
NLOK,2013-03-01,1488.0,1184.0,304.0,-24.1,0.81,727.0,0.94,1052.0,-484.0,176.0,17.0,0.77,-0.52,0.1,0.0,-8.0,17.0,32.5,-432.0,-308.0,-1.0,1694.0,1311.0,-564.4,-550.4,-0.39,4.82
PSMT,2015-08-01,53.1,34.8,18.3,0.1,0.55,18.5,0.57,7.4,-12.0,285.0,10.2,9.27,-0.12,0.05,0.0,10.2,10.2,1.9,-3.8,-27.7,30.5,-18.9,-23.1,6.9,8.2,0.04,-4.61
CPB,2015-08-01,-36.0,190.0,-226.0,-4.4,-0.71,-175.0,-0.62,69.0,59.0,-186.0,-204.0,-0.43,-0.63,-0.3,0.0,-205.0,-204.0,-96.6,-200.0,307.0,-469.0,375.0,190.0,13.2,4.5,0.89,3.17
NFLX,2018-12-01,6961.7,5304.8,1656.8,2.7,3.74,-2923.3,-6.58,3860.7,2889.0,4101.6,766.5,9.21,1.49,1.06,0.0,766.5,766.5,463.2,652.3,-894.6,-373.4,971.5,-366.0,1798.0,1912.0,-2.02,75.7
UHS,2016-12-01,702.4,647.1,55.2,-1.1,3.68,86.6,0.97,698.7,726.3,722.7,22.0,8.93,0.33,0.43,0.0,22.0,22.0,32.0,21.9,265.5,-242.3,-46.6,-24.5,216.7,223.8,1.18,-13.11
EQT,2019-12-01,-1912.1,-757.5,-1154.6,0.4,-4.64,-1103.3,-4.44,-145.4,-146.5,-920.5,-117.2,-3.21,3.81,0.04,0.0,-66.3,-117.2,3.2,1022.9,-1124.6,2378.0,-1108.5,144.9,1639.9,1621.8,1.07,-7.99
FCX,2012-12-01,3370.0,612.0,2758.0,1.1,1.99,1892.0,1.97,-10.0,1107.0,-2870.0,-3385.0,-3.07,-1.62,-1.92,0.19,-3396.0,-3385.0,-1816.4,-1519.0,-2846.0,-928.0,1573.0,-2201.0,-3979.9,-4058.6,-4.01,-2.49
CDNS,2017-12-01,321.8,74.4,247.4,4.1,0.84,134.2,0.48,35.9,-188.4,126.9,47.5,0.76,0.04,0.13,0.0,43.6,47.5,25.5,1.0,25.8,-192.6,522.6,374.4,-9.3,-8.2,0.15,16.6
FSI,2017-12-01,2.6,0.2,2.4,0.1,0.2,2.4,0.2,-0.2,-4.6,-0.7,-1.5,-0.07,-0.01,-0.09,0.0,-1.6,-1.5,-1.0,0.0,-0.8,3.2,1.7,4.4,-0.3,-0.3,-0.09,0.49
SFTBF,2019-03-01,32299.9,10035.9,22263.9,-71.3,10.24,23134.5,10.11,-18777.3,-19162.6,459.1,-1103.7,0.28,1.33,-1.08,-0.01,-1103.7,-1103.7,-2346.9,1477.6,330.1,15963.2,-23663.9,-6109.4,6068.9,6607.6,-0.9,11.29
CXO,2016-12-01,-522.9,-1203.3,680.4,18.9,-1.65,682.1,-1.62,-591.2,-415.6,-286.0,-2568.0,-3.78,-11.39,-11.9,0.0,-2569.0,-2568.0,-1591.3,-1528.0,-146.0,377.0,-636.0,-405.0,1089.7,1082.9,0.21,39.74
ALXN,2018-12-01,348.6,76.4,272.2,1.8,1.01,585.3,2.62,-16.8,-117.3,580.1,636.6,2.69,-1.63,1.94,0.0,637.5,636.6,428.9,-365.7,-689.6,1388.8,494.2,1164.5,201.7,202.7,-2.43,-22.23
MSCI,2015-12-01,264.5,795.8,-531.3,-13.6,-3.86,-489.9,-5.4,791.0,522.1,78.3,66.7,1.24,-0.4,0.3,0.62,65.0,66.7,21.8,-60.5,15.5,-345.9,447.0,118.5,28.2,55.1,0.29,24.69
WAT,2015-12-01,394.0,229.8,164.2,-1.7,2.48,174.0,2.45,205.6,-138.2,53.0,34.1,1.22,0.58,0.37,0.0,31.0,34.1,22.3,37.5,61.6,2.3,24.7,84.1,8.3,9.6,0.9,21.86
ADSK,2020-01-01,1450.1,1378.3,71.8,0.0,0.33,151.3,0.69,456.9,-433.2,704.5,342.2,3.16,1.35,0.94,0.0,363.4,342.2,205.8,295.3,1038.0,653.1,-618.7,1080.7,576.1,577.3,4.78,49.65
AME,2019-12-01,1182.3,308.7,873.6,2.0,3.65,79.0,0.41,321.7,282.7,312.7,81.9,1.66,0.41,0.27,0.0,100.4,81.9,51.3,83.4,188.9,59.1,59.9,331.4,34.1,38.1,0.79,32.04
ABC,2019-09-01,1502.2,1558.9,-56.8,-7.3,0.16,557.9,1.72,-169.1,-1050.8,11649.5,215.5,83.69,-3.54,0.65,0.08,200.9,215.5,100.7,-803.0,932.6,735.3,-843.6,824.3,1131.2,1135.4,4.75,-9.89
AMAT,2015-10-01,2134.0,2389.0,-255.0,-72.4,0.12,-64.0,0.1,2595.0,792.0,587.0,139.0,0.49,0.25,0.07,0.0,141.0,139.0,80.6,305.0,-637.0,-120.0,1261.0,504.0,-928.1,-923.1,-0.5,-5.32
TTWO,2016-03-01,362.2,343.9,18.3,2.8,0.15,-71.8,-0.92,24.9,-146.6,330.8,317.6,3.48,3.38,2.47,0.0,317.5,317.6,199.6,271.2,48.5,-104.4,-48.9,-88.1,113.6,112.0,0.66,12.22
CPYYY,2016-12-01,-1272.2,-2797.8,1525.6,415.7,0.26,1786.2,0.38,-1930.3,-2731.3,-7850.9,-119.1,-1.95,0.61,-0.07,-0.03,-136.8,-119.1,-331.8,3162.0,-287.3,-88.5,1290.0,1003.0,-1706.4,-1752.9,0.0,-1.21
BTI,2013-12-01,114.7,1269.8,-1155.2,-32.9,-0.56,-833.1,-0.52,1987.5,1833.8,590.3,408.1,0.57,0.22,0.22,0.17,338.9,408.1,318.4,295.8,153.2,95.1,-145.0,63.0,416.1,462.6,0.2,3.08
GOOGL,2018-12-01,35497.0,10371.0,25126.0,-0.1,35.88,24457.0,34.95,43.0,-7226.0,25964.0,3681.0,36.83,25.95,2.91,0.0,3750.0,3681.0,2082.5,18074.0,10880.0,2897.0,-4881.0,8189.0,-3154.5,-3151.4,-1.65,-8.44
BR,2015-06-01,176.0,209.9,-33.9,-1.2,-0.2,-214.0,-1.82,165.3,188.8,136.2,48.7,1.08,0.19,0.22,0.24,51.4,48.7,27.1,24.1,43.7,-126.1,0.6,-105.1,24.8,25.9,0.25,8.37
DVN,2018-12-01,-10675.0,-5757.0,-4918.0,-87.8,2.83,20.0,2.76,-2474.0,-2245.0,2308.0,1248.0,5.32,4.46,1.66,0.06,1247.0,1248.0,833.2,2166.0,-205.0,3254.0,-4212.0,-963.0,-615.7,-647.0,-1.33,-18.86
SWK,2015-01-01,-686.0,-317.4,-368.6,1.8,-2.81,202.7,1.55,-442.8,-434.7,449.1,142.5,2.49,1.71,0.48,0.06,126.9,142.5,77.4,270.6,427.9,816.2,-921.7,220.2,529.3,540.0,3.04,12.96
UNP,2012-12-01,2057.0,758.0,1299.0,-21.5,1.82,1290.0,1.8,91.0,245.0,1369.0,1021.0,1.99,0.78,0.79,0.28,1021.0,1021.0,664.3,651.0,288.0,-514.0,-59.0,-285.0,-203.7,-226.9,-0.22,9.89
ITW,2013-12-01,657.0,1518.0,-861.0,-26.5,-0.64,45.0,0.46,1296.0,457.0,-656.0,39.0,0.2,-2.35,0.23,0.12,37.0,39.0,29.4,-1191.0,456.0,-1503.0,431.0,-762.0,-938.9,-922.6,1.24,23.27
ITW,2015-12-01,-1736.0,-140.0,-1596.0,-15.6,-3.44,-1128.0,-3.05,3.0,903.0,-1079.0,-22.0,0.38,-2.17,0.39,0.26,-33.0,-22.0,0.6,-1047.0,683.0,-3052.0,1025.0,-1272.0,-1796.7,-1811.8,2.36,-2.02
HAS,2011-12-01,37.6,235.5,-197.9,-8.4,-0.74,-164.6,-0.96,169.1,257.3,283.4,20.5,3.24,0.02,0.1,0.2,16.7,20.5,0.7,-12.4,28.1,-3.4,-205.1,-177.9,135.1,139.3,0.29,-15.29
XRAY,2014-12-01,-431.5,-175.8,-255.8,-1.4,-1.35,103.1,0.7,-273.4,-407.7,-28.2,24.1,-0.05,0.09,0.18,0.02,25.7,24.1,24.5,9.7,142.6,121.5,-174.5,81.7,248.6,247.3,0.99,4.79
DLTR,2014-02-01,19.9,516.5,-496.6,-18.4,-1.8,-495.1,-1.85,498.5,630.7,445.8,50.2,3.7,0.04,0.24,0.0,50.2,50.2,22.7,-22.6,115.8,-63.1,-294.4,-243.8,52.5,60.4,0.53,9.58
V,2017-09-01,3942.0,4094.0,-152.0,-70.8,0.37,-574.0,-0.46,2485.0,-1933.0,3276.0,2338.0,1.66,0.32,0.62,0.1,2344.0,2338.0,1228.1,708.0,3743.0,11651.0,-13401.0,2263.0,-154.7,-69.7,1.63,22.54
MET,2013-12-01,48515.0,50490.0,-1975.0,29.9,-4.18,-3388.0,-4.33,-4486.0,3667.0,825.0,1246.0,-1.27,1.82,0.25,0.27,1246.0,1246.0,354.8,2044.0,-1029.0,-3236.0,-8942.0,-13430.0,-13284.8,-13347.2,-1.43,18.7
VMC,2012-12-01,-102.7,-72.2,-30.5,0.7,-0.35,-25.6,-0.2,-138.4,-258.1,2.7,81.6,-0.03,0.14,0.45,-0.72,79.2,81.6,58.5,18.2,69.5,29.9,-87.9,11.3,43.7,39.0,0.58,12.7
WYNN,2014-12-01,685.9,607.1,78.7,0.3,1.55,74.2,0.74,757.7,944.9,-187.2,-37.1,-2.07,0.0,-0.02,1.25,-37.1,-37.1,-0.5,2.9,-578.3,-436.8,55.5,-962.7,-1362.0,-1355.6,-13.95,-44.36
HAL,2012-12-01,3733.0,1159.0,2574.0,8.8,2.64,2208.0,2.27,0.0,94.0,3674.0,-278.0,3.73,-0.24,-0.25,0.0,-278.0,-278.0,-209.3,-204.0,-30.0,-498.0,-1005.0,-1514.0,-963.9,-940.7,-0.7,0.18
WM,2015-12-01,-930.0,-408.0,-522.0,-13.4,-0.84,-802.0,-1.82,-506.0,762.0,-1035.0,127.0,-1.63,-1.15,0.44,0.04,125.0,127.0,183.5,-545.0,197.0,-2603.0,-113.0,-2517.0,-603.7,-653.6,0.31,2.05
CAH,2013-06-01,1559.0,1828.0,-269.0,-1.6,-0.57,-1451.0,-4.22,971.0,1416.0,-6459.0,57.0,-15.28,-2.12,0.11,0.21,99.0,57.0,26.9,-735.0,551.0,-1998.0,729.0,-718.0,429.1,446.6,1.83,5.2
WEC,2012-12-01,422.9,251.1,171.8,-1.5,0.85,171.8,0.84,-56.3,-77.8,-240.0,113.0,-0.84,0.11,0.22,0.16,113.0,113.0,45.8,20.1,180.5,162.9,-311.5,31.9,396.6,404.3,1.33,1.89
EPD,2014-12-01,7062.3,2810.5,4251.8,69.3,1.18,-2211.7,-1.37,4004.5,4007.2,224.2,86.1,-0.75,0.05,-0.03,0.08,91.1,86.1,2.8,190.5,296.7,-1540.4,1220.4,-23.3,798.6,872.6,0.43,2.97
VFC,2016-12-01,99.8,543.7,-443.9,-10.4,-0.69,187.4,0.55,464.1,180.7,29.7,-82.7,0.65,-0.32,-0.08,0.2,-99.0,-82.7,-52.8,-157.5,277.0,210.4,-236.7,310.7,447.7,451.4,0.95,-8.7
TRV,2015-12-01,-2894.0,-1656.0,-1238.0,-26.4,2.67,-1175.0,1.8,-5.0,-11.0,-359.0,-345.0,6.12,0.17,0.15,0.23,-365.0,-345.0,-218.1,-253.0,-259.0,111.0,76.0,-74.0,-722.1,-719.7,0.16,7.01
REGN,2018-12-01,2970.2,357.0,2613.2,1.3,23.55,2613.2,23.55,5.0,-1395.4,838.6,454.8,6.95,11.38,2.81,0.0,454.8,454.8,323.0,1245.9,888.0,-457.8,-52.7,377.5,450.2,452.1,7.06,-2.46
PRU,2015-12-01,-9400.0,-8974.0,-426.0,-8.0,1.85,119.0,1.81,-2591.0,-5285.0,-684.0,2280.0,0.93,9.4,8.28,0.27,2289.0,2280.0,3722.6,4261.0,-5454.0,9342.0,-5200.0,-785.0,-6031.3,-6410.0,-11.27,-9.05
DGICA,2013-12-01,48.5,51.6,-3.1,0.8,-0.61,-3.2,-0.6,-9.5,-17.3,32.1,4.1,0.98,0.11,0.11,0.02,4.1,4.1,3.0,3.2,21.0,-23.3,3.6,1.2,-79.9,-80.4,0.78,1.86
CMG,2012-12-01,243.4,41.6,201.7,-0.3,6.66,201.7,6.66,-3.7,-20.3,461.7,104.5,13.97,1.93,2.06,0.0,104.5,104.5,67.0,63.1,8.9,-145.3,-119.2,-255.1,6.8,6.2,-1.26,-40.28
AAP,2019-12-01,2207.9,2209.6,-1.7,-2.5,2.33,-162.9,-1.04,2196.6,2674.4,128.4,31.3,7.06,1.12,0.59,0.0,22.3,31.3,26.0,63.1,55.9,-271.1,-618.3,-827.5,-315.1,-325.5,-2.79,2.7
ULTA,2013-02-01,318.0,115.8,202.2,1.2,2.89,202.2,2.89,0.0,-66.8,444.1,83.8,6.11,0.77,0.76,0.0,83.8,83.8,52.6,52.2,18.1,-60.0,-34.0,-75.9,-47.6,-47.8,-0.71,13.25
PCAR,2016-12-01,-470.9,-308.1,-162.8,-0.5,-0.43,-162.8,-0.43,-116.6,338.8,-2081.8,-380.2,-5.4,-3.03,-0.62,0.04,-380.2,-380.2,-233.6,-1082.3,-255.2,410.6,-627.0,-379.5,-833.0,-841.4,-1.38,16.07
SLB,2018-12-01,-1480.0,-805.0,-675.0,-0.9,-0.47,124.0,0.09,-348.0,1964.0,2375.0,268.0,1.76,2.62,0.05,0.0,504.0,268.0,68.0,3643.0,50.0,739.0,13.0,764.0,-705.1,-699.5,0.58,-31.31
TOT,2016-12-01,6494.0,329.0,6165.0,93.7,1.02,5373.0,0.92,120.0,255.0,-15496.0,-4274.0,-8.72,0.38,-1.33,-0.06,-4262.0,-4274.0,-2833.5,1109.0,-3425.0,2796.0,2472.0,3240.0,-2907.3,-2897.3,1.59,6.02
URI,2018-12-01,3103.0,2806.0,297.0,-4.8,5.84,-888.0,-12.38,2307.0,2616.0,1406.0,395.0,18.86,-2.65,2.68,0.0,435.0,395.0,203.1,-250.0,644.0,-867.0,-100.0,-349.0,203.5,244.9,4.55,-69.38
HIG,2013-12-01,-20629.0,-17087.0,-3542.0,9.7,-8.46,-2830.0,-8.06,-695.0,298.0,-2945.0,180.0,-7.7,0.55,0.22,0.1,180.0,180.0,123.2,214.0,-1444.0,6302.0,-5592.0,-833.0,-11137.9,-11148.6,-3.31,13.79
AMD,2013-12-01,337.0,331.0,6.0,12.0,0.0,-101.0,-0.14,16.0,-79.0,-123.0,327.0,-0.29,1.49,0.27,0.0,327.0,327.0,193.8,1100.0,190.0,474.0,-24.0,640.0,-443.9,-442.7,0.33,1.47
FDS,2017-08-01,394.1,351.8,42.3,-0.8,1.42,-292.7,-7.52,275.0,300.4,94.1,5.6,3.39,-1.74,0.2,0.24,10.7,5.6,0.1,-80.5,-10.6,-188.9,82.8,-103.2,-20.5,-17.1,0.26,-20.85
TELNY,2015-12-01,-2748.7,-723.8,-2024.9,0.0,-1.28,-848.5,-0.56,-453.6,-392.7,-415.4,-153.6,-0.26,-0.55,-0.14,-0.13,-81.1,-153.6,-217.3,-827.6,-332.5,515.4,154.1,222.2,29.1,41.4,0.03,-3.5
NEWT,2012-12-01,22.9,13.2,9.7,-0.3,1.38,7.4,1.14,14.3,11.3,11.1,6.9,1.65,0.32,0.5,0.0,5.5,6.9,3.6,2.3,-15.8,-4.7,22.7,2.2,-13.4,-12.7,-2.43,3.0
ORCL,2011-05-01,11957.0,2911.0,9046.0,39.3,1.72,9311.0,1.83,1267.0,-9112.0,8802.0,2861.0,1.71,0.47,0.37,0.02,3095.0,2861.0,1911.3,2412.0,2533.0,4238.0,-2148.0,5330.0,983.4,1017.1,0.44,11.65
DPZ,2019-12-01,474.7,850.6,-375.9,-2.3,-13.54,-385.4,-13.89,818.9,653.8,185.9,58.7,6.75,1.18,1.01,0.4,58.7,58.7,34.4,38.7,102.8,60.4,100.0,263.9,66.2,72.2,3.54,45.79
CERN,2016-12-01,68.0,10.4,57.5,-10.3,0.54,-22.1,0.1,-41.5,115.3,444.0,73.9,1.52,0.31,0.18,0.0,75.9,73.9,50.6,97.1,205.7,616.1,-820.5,1.8,337.5,332.9,0.26,-10.64
PM,2019-12-01,3074.0,1934.0,1140.0,1.3,0.57,2378.0,1.54,49.0,-219.0,180.0,-472.0,0.12,-0.47,-0.22,0.13,-488.0,-472.0,-348.0,-726.0,612.0,-813.0,1590.0,2101.0,1625.9,1589.0,0.77,18.33
SFTBF,2020-03-01,20803.0,33524.4,-12721.4,-39.7,-6.03,31758.6,15.06,-3876.7,-1473.1,-29120.4,-3150.6,-12.11,-10.17,6.85,0.21,-3150.6,-3150.6,14215.4,-20573.8,-177.3,-13631.1,7293.8,-9280.0,-110576.3,-112401.3,0.29,-13.19
HSIC,2015-12-01,365.9,317.9,48.0,-3.7,0.75,91.8,0.58,78.2,95.6,258.3,53.8,2.62,0.12,0.2,0.0,57.1,53.8,25.4,13.0,23.0,256.6,-193.4,81.7,24.7,25.9,0.25,8.64
PCAR,2017-12-01,2801.3,1528.4,1272.9,1.1,3.55,1272.9,3.55,456.1,-243.2,2423.1,196.2,6.78,3.27,0.36,0.03,196.2,196.2,131.2,1153.5,415.0,-400.3,429.7,549.7,765.3,766.4,1.51,7.97
BGS,2019-12-01,169.8,257.3,-87.5,-1.6,-1.02,-119.0,-2.34,282.7,283.1,-40.4,-13.3,-0.17,-1.44,-0.04,0.01,-13.0,-13.3,-4.1,-96.0,-163.0,-472.3,831.0,194.6,-284.0,-288.5,-2.48,-10.98
MSEX,2014-12-01,45.5,37.3,8.1,0.1,0.42,8.6,0.42,-2.7,-0.5,2.3,3.4,0.06,0.1,0.12,0.01,3.4,3.4,1.9,1.8,-1.2,-0.4,-2.3,-4.0,-1.5,-1.6,-0.24,2.12
CLPHY,2019-12-01,-996.7,-355.9,-640.9,0.0,-0.26,221.4,0.09,-357.6,286.0,-678.9,-518.9,-0.27,-0.44,-0.12,0.01,-510.8,-518.9,-298.9,-1284.4,-319.5,690.4,-448.6,-40.6,-429.3,-433.2,-0.15,-0.86
TJX,2017-01-01,1393.4,1189.8,203.5,-34.0,0.24,204.7,0.23,703.6,-321.7,2238.8,144.8,2.34,0.06,0.11,0.1,144.8,144.8,92.3,20.5,670.0,-151.8,608.5,1232.7,458.1,459.1,0.45,1.84
AMD,2019-12-01,1472.0,-89.0,1561.0,164.4,1.16,1577.0,1.24,-522.0,-869.0,256.0,135.0,-0.42,-0.03,0.06,0.0,135.0,135.0,101.9,4.0,459.0,21.0,15.0,495.0,475.2,466.4,0.38,27.4
CNX,2011-12-01,455.1,-219.8,674.9,0.9,2.88,666.4,2.88,-496.8,-839.7,-853.9,355.3,-4.94,1.18,0.83,0.03,355.3,355.3,205.3,285.7,396.3,4965.5,-4985.9,375.7,-293.3,-266.2,1.65,-12.04
XRX,2019-12-01,173.0,-382.0,555.0,-16.9,4.48,593.0,3.06,-597.0,-2256.0,-596.0,190.0,1.99,4.63,0.81,0.0,187.0,190.0,122.9,992.0,193.0,2177.0,-533.0,1867.0,193.4,187.7,1.48,17.11
HHS,2014-12-01,-41.3,-19.0,-22.4,-0.1,-2.89,-22.4,-3.73,-15.8,16.2,-60.2,-20.1,-9.55,1.7,-2.01,0.0,-20.3,-20.1,-12.5,10.6,-33.6,-21.6,-14.6,-71.0,-85.5,-85.9,-4.28,-0.8
ANSS,2013-12-01,115.0,-81.0,195.9,-0.4,2.2,251.3,2.73,-53.1,-219.0,63.3,27.3,0.67,0.45,0.19,0.0,20.6,27.3,17.9,41.8,34.6,35.8,-5.0,60.9,47.7,47.3,0.32,19.86
AAL,2011-12-01,-1240.0,1926.0,-3166.0,1.9,-9.38,-3128.0,-9.25,-434.0,61.0,1809.0,167.0,125.28,-14.42,-0.8,0.0,68.0,167.0,98.2,-1508.0,-498.0,738.0,-140.0,100.0,526.5,538.4,-4.8,-4.94
PEIX,2011-12-01,-1.6,-27.0,25.4,4.9,16.44,55.0,21.92,-28.7,-28.9,572.9,17.8,-67.71,-100.56,14.74,0.0,18.1,17.8,13.5,-70.8,32.9,1.9,-25.9,9.0,42.9,48.3,50.78,-59.88
CAT,2012-12-01,7752.0,3572.0,4180.0,7.5,6.87,5139.0,7.82,5553.0,4076.0,5737.0,1757.0,7.7,1.07,1.56,0.2,1911.0,1757.0,1068.9,753.0,-1773.0,5237.0,-413.0,2968.0,-2897.7,-2820.9,-4.53,-0.99
JBHT,2016-12-01,321.2,207.5,113.7,-1.5,1.29,111.3,1.27,-11.7,-12.5,367.9,-9.9,4.79,0.15,0.05,0.04,-9.9,-9.9,-6.0,4.9,-19.2,91.1,-70.7,1.2,45.2,45.0,0.64,23.71
