Company,Time,Total Assets,Total Liabilities,Total Equity,Total Shares Out. on Filing Date,Book Value / Share,Tangible Book Value,Tangible Book Value Per Share,Total Debt,Net Debt,Total Revenues,Operating Income,Revenue Per Share,Basic EPS,Normalized Basic EPS,Dividend Per Share,EBITA,EBIT,Normalized Net Income,Net Income,Cash from Operations,Cash from Investing,Cash from Financing,Net Change in Cash,Levered Free Cash Flow,Unlevered Free Cash Flow,Free Cash Flow / Share,Price
VOD,2014-03-01,203083.6,83438.6,119645.0,26440.0,4.46,40193.3,1.52,48672.4,25198.8,63915.3,4015.3,2.41,3.73,0.04,0.18,9885.8,4015.3,1108.8,98764.9,10379.2,51242.6,-57086.4,4343.7,1708.1,2953.0,-0.03,36.81
J,2012-09-01,6839.4,3071.7,3767.8,130.1,28.65,1468.4,11.30,528.3,-504.2,10893.8,596.1,85.35,2.97,2.78,0,636.5,596.1,354.9,379.0,299.8,-181.1,-2.7,126.8,248.1,255.4,1.64,40.43
BP,2011-12-01,292907.0,180322.0,112585.0,18948.1,5.89,77465.0,4.09,44208.0,29743.0,376157.0,27428.0,19.90,1.33,1.05,0.29,27428.0,27428.0,19860.5,25212.0,22218.0,-26753.0,477,-4551.0,8004.3,8505.5,0.22,42.69
HSY,2013-12-01,5357.5,3741.4,1616.1,223.8,7.17,776.5,3.47,1962.0,843.5,7146.1,1361.2,31.88,3.66,3.55,1.81,1395.7,1361.2,796.5,820.5,1191.4,-351.6,-446.6,390.2,860,917.2,3.75,97.23
BR,2019-06-01,3880.7,2753.2,1127.5,114.3,9.86,-928.7,-8.13,1470.4,1196.8,4362.2,652.8,37.64,4.16,3.27,1.94,759.6,652.8,379.6,482.1,617.0,-433.5,-173.1,9.3,608.7,637.4,4.70,127.68
BKNG,2017-12-01,25451.0,14190.0,11261.0,48.3,232.32,6295.0,129.87,9524.0,2122.0,12681.0,4543.0,258.83,47.78,56.18,0,4719.0,4543.0,2752.5,2341.0,4662.0,-4202.0,-79.0,481,3460.3,3540.0,89.28,1737.74
PPL,2018-12-01,43396.0,31739.0,11657.0,720.9,16.18,7779.0,10.80,22121.0,21500.0,7785.0,3122.0,11.05,2.59,1.87,1.64,3200.0,3122.0,1319.4,1827.0,2821.0,-3361.0,690,132,-684.6,-82.8,-0.59,28.33
STE,2020-03-01,5425.6,2018.9,3406.7,84.9,39.96,472.3,5.56,1284.4,964.9,3030.9,548.3,35.75,4.81,3.78,1.45,622.9,548.3,320.8,407.6,590.6,-319.7,-163.1,98.9,286.6,311.8,4.44,139.97
DISCA,2015-12-01,15864.0,10172.0,5692.0,634.4,8.59,-6563.0,-10.35,7735.0,7196.0,6394.0,2112.0,10.89,1.57,1.76,0,2304.0,2112.0,1032.3,1034.0,1294.0,-301.0,-919.0,23,2879.9,3093.0,2.03,26.68
URI,2018-12-01,18133.0,14730.0,3403.0,79.6,42.61,-2739.0,-34.29,11747.0,11704.0,8047.0,2084.0,97.36,13.26,12.17,0,2297.0,2084.0,1005.6,1096.0,2853.0,-4551.0,1397.0,-309.0,1129.9,1418.5,14.83,102.53
IP,2017-12-01,33903.0,27362.0,6541.0,412.9,15.79,3111.0,7.53,11157.0,10139.0,21743.0,1844.0,52.68,5.20,2.19,1.86,1844.0,1844.0,905.6,2144.0,1757.0,-1391.0,-399.0,-15.0,116.8,590.5,0.89,57.94
MMC,2011-12-01,15454.0,9514.0,5940.0,543.4,10.91,-1324.0,-2.46,2928.0,808,11526.0,1638.0,21.27,1.83,1.66,0.87,1703.0,1638.0,900.5,993,1705.0,-457.0,-1007.0,219,1352.4,1476.8,2.63,31.62
URI,2012-12-01,11026.0,9483.0,1543.0,93.0,16.59,-2627.0,-28.25,7364.0,7258.0,4117.0,838,49.63,0.90,2.99,0,966,838,248.1,75,721,-2104.0,1453.0,70,-86.0,169.8,-3.00,45.52
IAG,2014-12-01,4222.8,1559.2,2663.6,376.9,6.95,2618.5,6.95,676.6,503.9,1007.9,-29.9,2.67,-0.55,-0.24,0,-27.6,-29.9,-90.7,-206.8,312.2,-319.7,-35.1,-63.8,-498.3,-489.8,-0.17,2.7
FMC,2016-12-01,6139.3,4146.3,1993.0,133.7,14.64,707.4,5.29,1921.0,1856.8,2538.9,385,18.96,1.56,1.49,0.66,408.6,385,199.0,209.1,497.8,-135.2,-377.0,-14.4,342.1,381.8,3.04,49.01
GOOGL,2011-12-01,72574.0,14429.0,58145.0,650.3,89.48,49221.0,75.75,6211.0,-37155.0,37905.0,12242.0,58.72,15.08,12.28,0,12697.0,12242.0,7926.3,9737.0,14565.0,-19041.0,807,-3647.0,8326.0,8362.3,17.24,323.26
HES,2012-12-01,43441.0,22238.0,21203.0,338.6,62.28,18882.0,55.76,8111.0,7469.0,11695.0,3440.0,34.56,5.98,5.66,0.40,3440.0,3440.0,1916.4,2025.0,5660.0,-7051.0,1682.0,291,-2120.9,-1859.0,-5.98,52.96
REGN,2016-12-01,6973.5,2524.2,4449.2,105.5,42.19,4449.2,42.19,481.1,-557.6,4860.4,1330.7,46.42,8.55,8.00,0,1330.7,1330.7,837.3,895.5,1485.9,-1046.8,-700.5,-261.4,1021.6,1026.1,9.30,367.09
ARTNA,2012-12-01,391.7,273.5,118.2,8.7,13.57,118.2,13.57,118.8,118.2,70.6,22.5,8.14,1.14,1.19,0.79,22.5,22.5,10.3,9.8,23.4,-20.5,-2.6,0.3,-1.3,3.1,0.33,22.43
IPGP,2012-12-01,895.5,152.6,742.9,51.4,14.47,732.5,14.26,18.8,-365.2,562.5,210.3,11.14,2.87,2.55,0,212.3,210.3,128.7,145.0,175.3,-55.3,82.1,203.8,82.3,82.3,2.12,66.65
PEIX,2012-12-01,215.0,136.2,78.8,10.5,5.37,48.8,4.99,121.3,113.7,816,-31.7,112.96,-2.81,-0.39,0,-30.9,-31.7,-2.8,-19.1,-20.8,-12.3,31.8,-1.3,-16.0,-8.6,-3.38,4.74
OMC,2018-12-01,24617.0,21265.8,3351.2,223.7,11.38,-7220.0,-32.25,5072.1,1414.2,15290.2,2047.2,67.48,5.85,4.75,2.40,2149.7,2047.2,1076.0,1326.4,1722.3,-221.8,-1441.1,-143.6,1196.6,1327.3,6.74,73.24
ITW,2011-12-01,17984.0,7950.0,10034.0,483.8,20.71,2586.0,5.35,3990.0,2812.0,14515.0,2361.0,29.54,4.21,2.82,1.40,2580.0,2361.0,1388.1,2071.0,1956.0,-1579.0,-321.0,-8.0,446.8,566.1,3.26,46.71
T,2013-12-01,277787.0,186305.0,91482.0,5206.8,17.41,-40497.0,-7.75,75314.0,71975.0,128752.0,30752.0,23.99,3.43,3.15,1.81,31424.0,30752.0,16916.0,18418.0,34796.0,-23124.0,-13201.0,-1529.0,13559.5,16022.0,2.53,35.16
TFX,2011-12-01,3924.1,1941.3,1982.8,40.8,48.62,-337.7,-8.29,959.8,375.7,1492.5,245.6,36.85,7.98,2.70,1.36,288.2,245.6,109.3,323.3,94.5,303.8,-11.1,375.6,146.6,177.0,1.23,61.29
SCL,2019-12-01,1579.4,686.9,892.5,22.5,39.61,850.3,37.77,260.5,-54.9,1858.7,125.4,80.63,4.47,3.23,1.03,128.8,125.4,74.4,103.1,218.4,-112.7,-90.5,15.2,88.7,95.9,4.90,102.44
NUE,2010-12-01,13921.9,6591.2,7330.7,315.9,22.55,4427.7,14.02,4356.5,1877.5,15844.6,462.3,50.15,0.42,0.32,1.44,532.7,462.3,101,134.1,866.8,-2255.8,691.8,-691.6,315.8,416.5,1.67,43.82
SO,2011-12-01,59267.0,40607.0,18660.0,866.6,20.32,17578.0,20.32,21256.0,19935.0,17657.0,4231.0,20.61,2.57,2.50,1.87,4231.0,4231.0,2138.8,2203.0,5903.0,-4183.0,-852.0,868,207.1,783.4,1.61,46.29
RMD,2010-06-01,1626.4,338.9,1287.5,151.4,8.51,1058.0,6.99,121.7,-367.1,1092.4,243.4,7.24,1.26,1.08,0,251.4,243.4,163.0,190.1,188.2,-58.3,-61.1,73.1,110.6,112.3,0.84,30.41
NNA,2012-12-01,1370.6,1139.3,231.3,5.1,83.41,172.5,63.86,1029.1,986.2,151.1,45.1,55.94,-1.22,-0.88,3.00,53.1,45.1,-2.4,-3.8,81.9,-206.0,125.6,1.5,-181.6,-154.0,-53.12,36.15
TDG,2015-09-01,8303.9,9342.2,-1038.3,53.7,-19.34,-7264.4,-135.31,8424.1,7710.1,2707.1,1110.2,47.82,7.84,7.63,0,1164.4,1110.2,432.1,447.2,520.9,-1679.1,1054.9,-105.5,378.7,624.7,8.23,178.85
WU,2014-12-01,9890.4,8590.0,1300.4,521.4,2.49,-2340.3,-4.49,3722.3,1935.6,5607.2,1170.8,10.51,1.60,1.17,0.50,1376.1,1170.8,624.1,852.4,1045.9,-89.4,-1246.4,-289.9,562.4,672.8,1.63,17.91
DOV,2010-12-01,8558.7,4032.2,4526.6,186.5,24.27,619.8,3.32,1807.5,496.7,6109.5,929,32.69,3.75,2.75,1.07,1013.3,929,514.6,700.1,942.9,-178.8,-304.8,469.2,638.2,710.2,4.14,39.14
COST,2012-09-01,27140.0,14622.0,12518.0,432.4,28.59,12295.0,28.44,1381.0,-3473.0,99137.0,2759.0,228.63,3.94,3.85,1.03,2759.0,2759.0,1671.4,1709.0,3057.0,-1236.0,-2281.0,-481.0,1865.0,1924.4,3.64,87.03
ATVI,2013-12-01,14012.0,7390.0,6622.0,712.4,9.41,-967.0,-1.37,4693.0,250,4583.0,1451.0,4.48,0.96,0.85,0.20,1475.0,1451.0,873.8,1010.0,1264.0,308,-1223.0,451,1054.8,1086.9,1.16,17.83
IPG,2010-12-01,13070.8,10212.7,2858.1,489.2,4.72,-1184.1,-2.42,1737.0,-952.4,6507.3,548.7,13.74,0.57,0.55,0,568.1,548.7,260.0,261.1,817.3,-108.5,-547.7,180.5,727.8,819.5,1.48,10.62
NI,2019-12-01,22659.8,16673.1,5986.7,382.3,13.36,3620.8,9.48,9783.8,9644.5,5208.9,1288.7,13.90,0.88,1.54,0.81,1315.4,1288.7,575.7,383.1,1583.3,-1922.4,366.4,27.3,-294.9,-61.4,-0.73,27.84
ILMN,2018-12-01,6959.0,3053.0,3906.0,147.0,25.56,2742.0,18.65,1997.0,-1515.0,3333.0,883,22.67,5.62,4.01,0,922,883,589.6,826,1142.0,-1813.0,594,-81.0,451.3,445.9,5.76,299.93
POR,2017-12-01,7838.0,5422.0,2416.0,89.1,27.11,2105.0,23.62,2426.0,2387.0,2009.0,373,22.56,2.10,1.92,1.34,426,373,170.6,187,597,-514.0,-50.0,33,-32.6,46.1,0.93,45.58
DHR,2018-12-01,47832.5,19605.8,28226.7,701.9,40.22,-4648.9,-6.63,9740.3,8952.5,17048.5,3089.6,24.33,3.78,2.64,0.64,3705.2,3089.6,1851.2,2650.9,4022.0,-2949.4,-797.4,157.5,2683.5,2769.1,4.91,103.12
EIX,2011-12-01,48039.0,36953.0,11086.0,325.8,30.86,10055.0,30.86,9263.0,9094.0,10588.0,2087.0,32.48,-0.11,3.13,1.29,2087.0,2087.0,1021.9,-37.0,3906.0,-4933.0,1107.0,80,-2870.6,-2530.6,-0.66,41.4
IP,2018-12-01,33576.0,26193.0,7383.0,400.2,18.38,3988.0,9.95,10654.0,10065.0,23306.0,2468.0,56.97,4.92,3.45,1.93,2527.0,2468.0,1412.5,2012.0,3226.0,-1569.0,-2046.0,-429.0,1090.8,1549.5,4.04,40.36
IBM,2014-12-01,117271.0,105257.0,12014.0,988.4,11.98,-21792.0,-22.00,40722.0,32241.0,92793.0,20129.0,92.40,11.97,13.28,4.25,21476.0,20129.0,13338.8,12022.0,16868.0,-3001.0,-15452.0,-2240.0,15045.1,15347.6,12.63,160.44
GLP,2016-12-01,2564.0,2166.2,397.8,33.5,11.79,35.8,1.07,1454.1,1444.0,8239.6,98.9,245.78,-5.91,1.44,1.85,109.5,98.9,48.4,-198.1,-119.9,6.4,122.4,8.9,-108.3,-63.6,-5.70,19.45
HWKN,2020-03-01,389.3,155.8,233.5,10.6,22.21,114.4,10.88,68.9,64.7,540.2,42.3,51.06,2.68,2.34,0.92,47.4,42.3,24.7,28.4,58.9,-24.2,-39.6,-4.9,33.5,35,3.25,35.6
MRK,2014-12-01,98167.0,49376.0,48791.0,2838.2,17.14,15269.0,5.38,21418.0,5699.0,42237.0,9347.0,14.59,4.12,1.96,1.76,13547.0,9347.0,5667.3,11920.0,7989.0,-374.0,-15242.0,-8180.0,12795.4,13252.9,1.96,56.79
ALB,2016-12-01,8161.2,4218.6,3942.6,112.6,33.73,1900.5,16.89,2369.3,99.5,2677.2,536.6,23.82,5.73,2.66,1.22,555.6,536.6,298.7,643.7,735.5,2920.5,-1580.0,2056.0,838.5,878,4.80,86.08
TJX,2011-01-01,7971.8,4871.9,3099.9,1558.6,1.99,2920.0,1.87,790.2,-1027.8,21942.2,2299.7,13.71,0.84,0.88,0.15,2299.7,2299.7,1412.8,1343.1,1976.5,-647.6,-1223.9,127.1,1231.2,1261.9,0.79,11.85
IBM,2010-12-01,113452.0,90280.0,23172.0,1219.5,18.77,-5578.0,-4.54,28624.0,16940.0,99870.0,19784.0,78.71,11.69,9.65,2.50,20958.0,19784.0,12243.1,14833.0,19549.0,-8507.0,-12429.0,-1522.0,13277.0,13507.0,11.66,146.76
CNP,2013-12-01,21870.0,17541.0,4329.0,428.8,10.09,3489.0,8.13,8357.0,7382.0,8106.0,1010.0,18.92,0.73,0.79,0.83,1010.0,1010.0,340.6,311,1613.0,-1300.0,-751.0,-438.0,392.8,665.3,0.76,23.18
MCHP,2016-03-01,5537.9,3387.0,2150.9,214.8,10.54,531.9,2.61,2453.4,7.4,2173.3,401.2,10.68,1.59,0.98,1.43,580.5,401.2,199.1,324.1,744.4,800.4,-59.9,1484.9,577.6,590.6,3.18,48.2
BMY,2019-12-01,129944.0,78246.0,51698.0,2257.5,22.92,-34859.0,-15.49,47539.0,32146.0,26145.0,7064.0,15.33,2.02,3.01,1.68,8319.0,7064.0,5132.1,3439.0,8067.0,-9770.0,7621.0,5909.0,6156.0,6566.0,4.24,64.19
MRK,2015-12-01,101677.0,56910.0,44767.0,2775.3,16.06,4351.0,1.56,26436.0,13009.0,39498.0,8663.0,14.03,1.58,1.84,1.80,13463.0,8663.0,5170.5,4442.0,12538.0,-4758.0,-5387.0,1083.0,11697.4,12117.4,4.00,52.82
MO,2018-12-01,55459.0,40631.0,14828.0,1874.4,7.89,-2688.0,-1.43,25746.0,24413.0,19627.0,9834.0,10.40,3.69,3.34,3.00,9872.0,9834.0,6294.1,6963.0,8391.0,-12988.0,4716.0,119,7298.9,7723.3,4.32,49.39
WM,2018-12-01,22650.0,16374.0,6276.0,423.8,14.80,-727.0,-1.71,10026.0,9965.0,14914.0,2735.0,34.76,4.49,3.39,1.86,2836.0,2735.0,1453.3,1925.0,3570.0,-2169.0,-1508.0,-110.0,1582.4,1822.4,4.37,88.99
HOLX,2010-09-01,5625.8,2927.3,2698.5,259.9,10.41,-1529.2,-5.90,1480.7,965.1,1679.6,305.1,6.49,-0.24,0.44,0,531.4,305.1,113.3,-62.8,456.7,-67.0,-167.6,222.4,635.1,637.3,1.86,16.01
MRWSY,2014-02-01,17650.7,9931.7,7719.0,2333.1,3.31,6965.5,2.99,5065.4,4636.0,29086.1,727.2,12.50,-0.17,0.16,0.21,738.7,727.2,372.2,-391.5,1184.5,-1727.4,534.7,-8.2,-750.8,-667.5,-0.21,19.63
CRM,2019-01-01,30737.0,15132.0,15605.0,771.0,20.27,257,0.33,3579.0,-763.0,13282.0,559,17.69,1.48,0.39,0,1006.0,559,293.1,1110.0,3398.0,-5308.0,2010.0,126,3382.1,3478.4,3.73,151.97
TFX,2016-12-01,3891.2,1753.7,2137.5,44.9,48.50,-230.9,-5.24,1033.3,489.5,1868.0,376.4,43.12,5.48,4.63,1.36,439.9,376.4,200.7,237.4,408.5,-57.0,-118.7,205.4,316.6,340.5,8.20,161.15
KSU,2012-12-01,6395.9,2995.2,3400.7,110.2,28.06,3030.4,27.52,1608.7,1536.1,2238.6,672.9,20.40,3.44,3.36,0.78,672.9,672.9,368.8,377.3,673.2,-551.9,-121.1,0.2,111.2,174,1.21,83.48
AME,2010-12-01,3818.9,2043.7,1775.2,241.3,7.36,-560.0,-2.32,1168.5,999.7,2471.0,482.2,10.36,1.19,1.06,0.12,509.7,482.2,253.9,283.9,423,-566.8,62.6,-83.1,337.1,379.3,1.61,26.17
LLY,2019-12-01,39286.1,36587.0,2699.1,906.4,2.87,-7690.5,-8.47,15972.8,13534.3,22319.5,5999.4,23.97,8.93,4.04,2.58,6225.2,5999.4,3763.4,8318.4,4836.6,-8082.9,-2324.5,-5660.7,4869.6,5119.9,3.74,131.43
GWW,2016-12-01,5694.3,3788.5,1905.8,58.8,30.57,684.7,11.64,2247.1,1972.9,10137.0,1212.0,167.75,9.95,11.04,4.83,1294.0,1212.0,667.4,606.0,1024.0,-262.0,-776.0,-16.0,758.1,805.6,12.25,232.25
CMC,2015-08-01,3440.0,2058.6,1381.4,116.4,11.94,1298.5,11.23,1343.9,858.6,5424.4,182.8,46.55,0.68,0.57,0.48,189.7,182.8,66.4,79.4,313.5,-76.8,-180.7,50.4,138.1,185.8,1.66,15.7
THS,2012-12-01,2525.9,1346.6,1179.3,36.2,32.58,-311.5,-8.61,900,805.6,2182.1,182.0,60.35,2.44,2.24,0,215.6,182.0,80.9,88.4,204.6,-109.4,-6.0,91.1,99.7,131.9,3.46,52.13
BSX,2017-12-01,19042.0,12030.0,7012.0,1374.9,5.11,-5823.0,-4.24,5616.0,5428.0,9048.0,1599.0,6.60,0.08,0.61,0,2164.0,1599.0,836.3,104,1426.0,-1010.0,110,530,1248.3,1391.4,0.81,24.79
PNR,2016-12-01,11534.8,7280.4,4254.4,181.8,23.40,-1594.8,-8.77,4279.2,4040.7,2780.6,366.6,15.34,2.88,0.82,1.34,402,366.6,148.1,522.2,861.4,-121.8,-600.1,113.3,411.1,498.6,4.51,37.65
BMY,2018-12-01,34986.0,20859.0,14127.0,1632.7,8.60,6402.0,3.92,7364.0,-1395.0,22561.0,6415.0,13.82,3.01,2.96,1.61,6613.0,6415.0,4830.5,4920.0,5940.0,-874.0,-3535.0,1490.0,3215.0,3329.4,3.06,51.98
MCO,2012-12-01,3960.9,3492.0,468.9,223.6,1.73,-478.4,-2.14,1671.9,-101.4,2730.3,1090.7,12.23,3.09,2.86,0.64,1119.8,1090.7,638.6,690,823.1,-50.2,202.6,995.4,687,733.1,3.49,50.32
STC,2018-12-01,1372.9,693.1,679.8,23.7,28.40,340.2,14.34,108.0,-46.3,1907.7,92,81.03,2.02,1.85,1.20,96.6,92,43.6,47.5,84.2,9.4,-47.8,42,31.1,33.5,3.12,41.4
PVH,2019-02-01,11863.7,6035.7,5828.0,75.1,77.29,-1411.9,-18.72,2835.0,2381.6,9656.8,922.1,126.23,9.76,6.78,0.15,984.9,922.1,518.9,746.4,852.5,-395.4,-478.5,-41.9,290.8,366.3,6.18,114.84
ELP,2015-12-01,7281.4,3625.9,3655.5,273.7,13.06,2023.9,7.40,1959.2,1511.1,3773.0,496.8,13.79,1.02,0.89,0.32,496.8,496.8,243.7,280.1,333.4,-492.7,346.2,187,-16.0,-10.6,-0.37,5.14
BIDU,2010-12-01,1675.7,400.8,1274.9,348.5,3.66,1247.6,3.58,27.6,-1213.3,1200.5,600.4,3.45,1.54,1.11,0,602,600.4,385,534.7,712.9,-184.7,18.9,546.3,400.4,403.8,1.62,96.53
VFF,2017-12-01,142.3,61.3,81.0,42.4,1.92,81.0,1.92,38.6,31.5,158.4,-2.4,4.05,-0.12,-0.09,0,-2.4,-2.4,-3.4,-4.8,0.7,-1.7,2.8,1.7,0.9,2.6,-0.03,6.09
BLL,2016-12-01,16173.0,12632.0,3541.0,350.1,9.82,-3594.0,-10.28,7532.0,6935.0,9061.0,884,28.62,0.83,1.26,0.26,988,884,398.9,263.0,193,-1283.0,-387.0,-1776.0,-99.6,43.5,-1.30,37.53
SFTBF,2013-03-01,76630.1,56136.0,20494.1,2383.0,7.18,1689.1,0.71,39369.1,23821.9,33999.0,8518.5,15.18,1.77,1.91,0.21,8593.1,8518.5,4271.9,3954.4,8631.3,-9280.2,5005.3,4437.0,-1301.3,-868.0,1.06,22.82
SJM,2020-04-01,16970.4,8779.5,8190.9,114.0,71.85,-4542.6,-39.85,5621.3,5230.2,7801.0,1292.0,68.43,6.84,6.01,3.52,1528.3,1292.0,684.8,779.5,1254.8,-271.5,-688.7,289.8,1106.8,1225.0,8.64,114.91
AEP,2017-12-01,64729.1,46415.5,18313.6,492.0,37.17,18234.5,37.06,23109.7,22733.4,15424.9,3431.2,31.36,3.89,3.46,2.39,3431.2,3431.2,1700.5,1912.6,4270.4,-3656.4,-604.9,9.1,-500.0,59.4,-3.11,73.57
DAR,2018-12-01,4889.4,2553.5,2335.8,164.7,13.80,448,2.72,1674.4,1567.2,3387.7,109.1,20.56,0.62,0.62,0,184.2,109.1,101.5,101.5,398.6,-342.4,-47.6,0.5,85.2,131,0.44,19.24
PKI,2011-01-01,3208.9,1283.6,1925.4,113.4,16.64,-3.7,-0.03,426.3,6.2,1701.8,179.3,14.53,3.34,0.87,0.28,240.0,179.3,101.3,391.0,164.3,295.1,-218.4,240.4,228.5,235.8,1.12,25.58
MET,2013-12-01,885296.0,822313.0,62983.0,1123.5,54.86,49435.0,44.06,74219.0,66634.0,69396.0,6799.0,62.77,2.94,2.42,1.01,6799.0,6799.0,2675.6,3368.0,16131.0,-15165.0,-8907.0,-8153.0,10852.6,11636.4,14.48,48.05
CPB,2013-07-01,8323.0,7113.0,1210.0,313.5,3.90,-2101.0,-6.73,4477.0,4143.0,8052.0,1235.0,25.64,1.46,2.23,1.16,1249.0,1235.0,700.9,458,1019.0,-2154.0,1237.0,66,392.5,476.9,2.18,46.8
CCOI,2015-12-01,662.8,675.1,-12.3,44.3,-0.28,-12.3,-0.28,581.5,377.9,400.6,46.1,8.93,0.11,0.08,1.34,46.1,46.1,3.6,4.9,83.8,-35.5,-128.8,-84.2,67.0,92.6,1.07,34.69
AVY,2011-01-01,5099.4,3453.7,1645.7,105.4,15.62,333,3.16,1337.2,1197.5,5782.0,334.9,54.65,3.00,1.53,0.80,409.6,334.9,161.6,316.9,486.7,-107.8,-391.5,-10.6,233.6,281.3,3.57,42.09
NDAQ,2018-12-01,15700.0,10251.0,5449.0,165.4,32.99,-3214.0,-19.46,3831.0,3184.0,4277.0,1081.0,25.87,2.77,3.53,1.70,1190.0,1081.0,583.8,458,1028.0,196,-1027.0,187,1025.9,1119.6,5.55,81.57
DPZ,2014-12-01,596.3,1815.8,-1219.5,55.6,-21.95,-1256.3,-22.61,1501.2,1470.3,1993.8,351.7,36.31,2.96,3.01,1.00,351.7,351.7,165.6,162.6,192.3,-57.4,-118.9,16.5,129.0,177.6,2.23,94.17
CMI,2013-12-01,14728.0,6858.0,7870.0,185.4,40.51,6692.0,36.09,1740.0,-1109.0,17301.0,1756.0,92.52,7.93,6.49,2.25,1842.0,1756.0,1213.8,1483.0,2089.0,-846.0,52,1330.0,777.9,801.5,7.21,140.97
ECL,2017-12-01,19963.5,12309.7,7653.8,288.9,26.21,-3601.1,-12.45,7322.7,7111.3,13835.9,2057.7,47.78,5.20,3.89,1.52,2365.3,2057.7,1126.4,1504.6,2091.3,-1727.0,-522.7,-169.0,1245.1,1403.1,4.22,134.18
CTL,2013-12-01,51787.0,34596.0,17191.0,578,29.45,-11220.0,-19.22,20966.0,20798.0,18095.0,2833.0,30.11,-0.40,1.62,2.16,4422.0,2833.0,976.3,-239.0,5559.0,-3148.0,-2454.0,-43.0,2445.4,3256.6,4.18,31.85
LDOS,2016-12-01,9132.0,5985.0,3147.0,150.4,20.90,-3076.0,-20.51,3287.0,2911.0,7043.0,515.0,69.05,2.39,2.60,1.28,599,515.0,265.5,244,449.0,25,-751.0,-277.0,437.9,497.9,4.12,51.14
CMG,2018-12-01,2265.5,824.2,1441.3,27.7,52.04,1419.4,51.25,0,-676.8,4865.0,352.1,174.85,6.35,8.13,0,352.1,352.1,226.3,176.6,621.6,-387.6,-166.5,66,312.5,312.5,12.01,431.79
UAA,2015-12-01,2866.0,1197.7,1668.2,432.2,3.85,1007.4,2.32,667.6,537.7,3963.3,408.5,9.20,0.54,0.56,0,422.4,408.5,241.7,232.6,14.5,-847.5,381.4,-463.3,-260.1,-250.8,-0.66,41.23
MSCI,2019-12-01,4204.4,4281.2,-76.7,84.8,-0.90,-1901.1,-22.42,3258.2,1751.6,1557.8,755.7,18.40,6.66,4.58,2.52,790.5,755.7,387.6,563.6,709.5,-71.9,-36.7,602.4,478.9,567.4,7.75,258.18
MKC,2010-11-01,3419.7,1957.0,1462.7,133.0,10.92,-196.2,-1.47,880.3,810.3,3336.8,509.8,25.11,2.79,2.30,1.04,513.3,509.8,305.1,370.2,387.5,-129.7,-261.1,11.3,306.2,337.0,2.25,44.01
SMG,2014-09-01,2058.3,1491.1,567.2,60.8,9.12,-99.9,-1.65,799.8,710.5,2578.3,331.3,41.86,2.70,2.93,1.76,344.3,331.3,180.7,166.5,240.9,-155.6,-124.3,-40.5,104.3,133.9,2.49,55.0
FISV,2018-12-01,11262.0,8969.0,2293.0,391.6,5.84,-5552.0,-14.15,5959.0,5544.0,5823.0,1526.0,14.36,2.93,2.08,0,1689.0,1526.0,845.0,1187.0,1595.0,-663.0,-842.0,90,1014.1,1123.8,3.05,73.49
STE,2014-03-01,1887.2,845.9,1041.2,59.1,17.61,291,4.93,493.5,340.7,1614.9,228.2,27.39,2.20,2.22,0.82,246.8,228.2,131.1,129.4,209.6,-148.7,-54.2,10.8,116.9,128.6,2.09,47.75
FCX,2017-12-01,37302.0,26006.0,11296.0,1447.8,5.51,7670.0,5.30,13229.0,8651.0,16403.0,3933.0,11.34,1.25,1.23,0,4141.0,3933.0,1780.4,1817.0,4666.0,-1321.0,-3055.0,290,3212.1,3622.1,2.25,18.96
SFTBF,2017-03-01,221281.9,181131.7,40150.3,2178.6,14.79,-67691.5,-31.07,126413.6,99664.9,79955.1,9052.9,36.07,5.78,2.01,0.20,9052.9,9052.9,4449.1,13244.4,13480.6,-37849.5,21385.5,-3471.9,8750.4,11374.0,2.34,35.35
PEIX,2010-12-01,234.1,140.2,93.9,0.9,-8.31,-12.5,-14.56,123.1,114.4,328.3,-13.8,468.42,101.36,-12.70,0,-13.2,-13.8,-8.9,73.9,-36.9,-13.4,41.5,-8.8,-39.6,-36.3,-53.59,75.78
RHI,2018-12-01,1903.1,839.9,1063.2,117.0,9.09,850.1,7.26,0.7,-275.9,5800.3,587.2,48.13,3.60,3.07,1.12,588.9,587.2,369.8,434.3,572.3,-88.5,-490.1,-18.2,447.1,447.1,4.40,57.2
ANTM,2010-12-01,50166.9,26354.3,23812.6,375.5,63.04,2550.9,6.75,9855.2,8066.4,58698.5,4793.8,142.85,7.03,6.65,0,5035.5,4793.8,2734.3,2887.1,1416.7,-1271.5,-3169.3,-3027.3,8.1,269.9,2.35,56.86
TXT,2012-12-01,13033.0,10042.0,2991.0,271.5,11.03,1342.0,4.95,3995.0,2617.0,12237.0,984,43.68,2.10,1.88,0.08,1024.0,984,525.6,589,927,378,-781.0,528,1823.6,1913.0,1.60,24.79
AES,2012-12-01,41830.0,34238.0,7592.0,745.8,6.14,2246.0,3.02,21341.0,18748.0,17164.0,3309.0,22.73,-1.21,0.95,0.04,3309.0,3309.0,714.4,-912.0,3033.0,-895.0,-1867.0,276,585.1,1550.1,1.23,10.7
CMG,2012-12-01,1668.7,422.7,1245.9,31.0,40.07,1224.0,39.37,0,-472.9,2731.2,460.9,86.67,8.82,9.18,0,460.9,460.9,289.2,278.0,420.0,-355.5,-143.5,-78.7,240.2,240.2,7.07,297.46
